@relation emodb

@attribute energy numeric
@attribute power numeric
@attribute eia numeric
@attribute pia numeric
@attribute intensity numeric
@attribute pitchMin numeric
@attribute pitchMax numeric
@attribute pitchMean numeric
@attribute pitchStdev numeric
@attribute pitchAcMin numeric
@attribute pitchAcMax numeric
@attribute pitchAcQuantile numeric
@attribute pitchAcMean numeric
@attribute pitchAcStdev numeric
@attribute pitchAcMeanAbsoluteSlope numeric
@attribute pitchAcSlopeWithoutOctaveJumps numeric
@attribute pitchCcMin numeric
@attribute pitchCcMax numeric
@attribute pitchCcQuantile numeric
@attribute pitchCcMean numeric
@attribute pitchCcStdev numeric
@attribute pitchCcMeanAbsoluteSlope numeric
@attribute pitchCcSlopeWithoutOctaveJumps numeric
@attribute pitchSpiMin numeric
@attribute pitchSpiMax numeric
@attribute pitchSpiQuantile numeric
@attribute pitchSpiMean numeric
@attribute pitchSpiStdev numeric
@attribute pitchSpiMeanAbsoluteSlope numeric
@attribute pitchSpiSlopeWithoutOctaveJumps numeric
@attribute pitchShsMin numeric
@attribute pitchShsMax numeric
@attribute pitchShsQuantile numeric
@attribute pitchShsMean numeric
@attribute pitchShsStdev numeric
@attribute pitchShsMeanAbsoluteSlope numeric
@attribute pitchShsSlopeWithoutOctaveJumps numeric
@attribute ppccNumberOfPts numeric
@attribute ppccLowIndex numeric
@attribute ppccHighIndex numeric
@attribute ppccNearestIndex numeric
@attribute ppccNumberOfPeriods numeric
@attribute ppccMeanPeriod numeric
@attribute ppccStdevPeriod numeric
@attribute ppccJitterLocal numeric
@attribute ppccJitterLocalAbs numeric
@attribute ppccJitterRap numeric
@attribute ppccJitterPpq5 numeric
@attribute ppccJitterDdp numeric
@attribute pppNumberOfPts numeric
@attribute pppLowIndex numeric
@attribute pppHighIndex numeric
@attribute pppNearestIndex numeric
@attribute pppNumberOfPeriods numeric
@attribute pppMeanPeriod numeric
@attribute pppStdevPeriod numeric
@attribute pppJitterLocal numeric
@attribute pppJitterLocalAbs numeric
@attribute pppJitterRap numeric
@attribute pppJitterPpq5 numeric
@attribute pppJitterDdp numeric
@attribute harmCcMin numeric
@attribute harmCcMax numeric
@attribute harmCcMean numeric
@attribute harmCcStdev numeric
@attribute harmAcMin numeric
@attribute harmAcMax numeric
@attribute harmAcMean numeric
@attribute harmAcStdev numeric
@attribute harmGneSum numeric
@attribute harmGneMean numeric
@attribute harmGneStdev numeric
@attribute valueAtFreq numeric
@attribute valueInBin numeric
@attribute ltasMin numeric
@attribute freqOfMinimum numeric
@attribute ltasMax numeric
@attribute freqOfMaximum numeric
@attribute ltasMean numeric
@attribute ltasSlope numeric
@attribute localPeakHeight numeric
@attribute ltasStdev numeric
@attribute pcValueAtFreq numeric
@attribute pcValueInBin numeric
@attribute pcLtasMin numeric
@attribute pcFreqOfMinimum numeric
@attribute pcLtasMax numeric
@attribute pcFreqOfMaximum numeric
@attribute pcLtasMean numeric
@attribute pcLtasSlope numeric
@attribute pcLocalPeakHeight numeric
@attribute pcLtasStdev numeric
@attribute formantLpcMax numeric
@attribute formantLpcQuantile numeric
@attribute formantLpcMean numeric
@attribute formantLpcStd numeric
@attribute mfcc numeric
@attribute intensityMin numeric
@attribute intensityMax numeric
@attribute intensityQuantile numeric
@attribute intensityMean numeric
@attribute intensityStdev numeric
@attribute emotion? {anger,boredom,disgust,fear,happiness,sadness,neutral}

@data
0.033108,0.02059,0.000083,0.000051,77.116021,136.454118,225.316471,181.871202,23.719139,136.454118,225.316471,181.568078,181.871202,23.719139,469.102042,44.541502,110.521342,226.245044,178.911035,178.967088,24.612747,541.969457,52.494538,60.835161,208.832787,83.474396,101.329921,37.376129,1147.400535,70.8455,63.760608,222.758051,172.380062,170.696951,33.150701,1115.592983,65.380006,94,26,27,26,89,0.005551,0.000732,0.032561,0.000181,0.010169,0.014399,0.030507,102,29,30,29,95,0.00555,0.000756,0.064472,0.000358,0.02865,0.033046,0.085949,-226.118433,34.490675,5.85192,6.428936,-226.091757,34.704103,4.266904,4.959842,684.558537,0.263191,0.336077,30.214049,34.218848,17.690993,7850,50.128427,150,38.085121,-11.793973,-1.710068,42.274605,21.940024,16.893431,16.084193,4850,48.997952,250,38.649508,-19.64921,0.08849,43.111613,2594.666454,1242.054327,1098.925894,587.4331,-90.287557,36.8957,86.314458,73.865496,77.291468,13.592372,fear
0.019021,0.012481,0.000048,0.000031,74.941851,95.008447,324.530172,235.051111,55.501282,95.008447,324.530172,248.428059,235.051111,55.501282,536.168112,41.174741,86.665764,325.322031,246.687897,233.209965,55.205057,653.637946,52.186176,76.636816,320.178592,103.084788,118.034153,46.318826,604.521929,38.581742,52.063925,542.162193,235.789654,207.018614,81.983121,1734.433902,71.815448,174,53,54,53,163,0.00424,0.001199,0.022983,0.000097,0.004926,0.006836,0.014778,189,57,58,58,180,0.004309,0.001465,0.059094,0.000255,0.027681,0.02775,0.083044,-226.668688,37.943276,10.560119,6.948262,-226.156052,35.183426,7.781264,5.836598,695.646794,0.267454,0.342802,30.671447,19.965123,9.488508,7950,50.457975,550,35.910951,-10.484313,-1.659658,41.563249,28.444048,15.482812,9.298585,4750,49.209552,550,37.609703,-10.489195,-3.099955,41.71857,2125.476003,573.018029,842.194134,520.224669,-2.971408,37.299913,87.459509,69.832582,75.112705,12.492039,happiness
0.050374,0.031632,0.000126,0.000079,78.980648,75.058092,160.224103,111.103667,25.384708,75.058092,160.224103,102.393078,111.103667,25.384708,232.248782,39.934874,75.31967,160.535009,102.464678,111.821582,24.80469,369.978709,62.807405,67.744706,120.148777,105.845716,103.090917,12.197825,200.18729,26.273713,56.79464,596.827055,100.37621,107.785997,53.477523,988.947251,54.739083,114,48,49,49,111,0.009215,0.002414,0.035561,0.000328,0.010743,0.017239,0.032229,117,48,49,49,112,0.009125,0.002221,0.036995,0.000338,0.015408,0.018779,0.046225,-227.176751,35.704949,12.649792,7.912008,-226.866506,28.629136,9.433203,6.894779,790.560559,0.303945,0.390806,28.020922,15.338918,-1.724811,7950,52.709268,150,39.949748,-20.620619,-2.425649,45.53812,27.783775,15.575945,15.575945,4950,53.023623,350,42.24187,-21.659002,-1.930137,46.687282,2552.916683,474.860376,685.648764,456.52835,32.553061,38.712151,86.876893,75.93842,79.137868,12.296502,boredom
0.032667,0.019695,0.000082,0.000049,76.922998,75.57366,154.304762,114.787061,24.573614,75.57366,154.304762,116.058097,114.787061,24.573614,308.237139,46.583308,76.539049,155.774867,115.53112,113.417,24.526135,406.329673,64.0809,73.574165,154.074917,110.188253,107.775614,22.061694,1480.364363,120.884016,56.046166,412.378008,110.553078,113.659354,40.922515,748.815347,63.908049,107,45,46,46,102,0.008849,0.002118,0.048923,0.000433,0.013858,0.017887,0.041574,113,47,48,47,107,0.008807,0.001986,0.070615,0.000622,0.031959,0.029195,0.095876,-227.083536,29.770607,10.920484,6.988922,-226.205603,29.213981,7.578086,5.712984,786.040534,0.302207,0.388206,28.135067,24.491016,7.855825,7950,51.936369,150,37.892098,-19.231213,-0.975136,43.799887,27.860607,22.397659,19.169811,2350,51.217898,150,39.829825,-20.047233,-1.290763,44.263001,2012.81716,504.134661,751.982591,482.706807,92.186977,-342.071348,86.758355,71.162034,77.080109,98.156457,neutral
0.021916,0.010423,0.000055,0.000026,74.159238,113.545431,392.590273,177.75456,58.10965,113.545431,392.590273,165.871176,177.75456,58.10965,524.469131,33.420814,100.848617,393.378262,167.019795,176.728793,54.192154,684.084062,52.430224,71.679324,150.223722,81.552692,87.555715,17.262846,172.17969,25.762051,69.057272,599.332026,161.094911,166.327837,63.702945,1174.257984,43.5599,154,30,31,31,146,0.00572,0.001458,0.034731,0.000199,0.011158,0.015389,0.033473,165,32,33,33,155,0.005767,0.001564,0.064072,0.000369,0.031337,0.032407,0.094011,-227.846264,48.964523,5.822178,5.164125,-227.091878,46.45779,3.991758,4.122201,696.017804,0.267596,0.34244,30.911545,28.054742,11.857622,7950,46.212029,350,35.128339,-5.884079,0.667126,38.124266,26.713585,13.247064,13.247064,4950,44.866181,350,35.079014,-7.985963,1.319354,37.645917,2389.255466,1069.842219,1009.579547,495.418052,77.382195,30.100711,83.864357,68.53478,74.289873,13.479567,anger
0.027542,0.017917,0.000069,0.000045,76.512063,134.615533,273.5669,217.667886,26.205965,134.615533,273.5669,217.591796,217.667886,26.205965,695.566387,56.688742,98.620865,277.466993,216.565739,216.274435,27.936781,808.709462,68.734643,72.285921,279.41986,92.064815,116.77445,53.728225,551.033717,43.590778,81.355758,260.776557,205.066536,201.284684,38.245851,768.127541,65.867817,210,75,76,76,200,0.004646,0.000673,0.029719,0.000138,0.007475,0.010638,0.022424,223,79,80,80,211,0.004685,0.000743,0.06669,0.000312,0.031343,0.034174,0.094028,-227.413643,46.569483,10.746873,6.190058,-226.701336,34.962035,8.160577,5.351698,782.151903,0.300712,0.385267,39.862557,18.307945,3.652533,7850,50.949102,450,37.481163,-11.002316,-0.347277,42.569616,39.439748,14.754419,12.840263,4250,50.155575,450,39.16497,-11.354084,0.132786,42.753285,2164.989649,616.786379,784.244186,490.805219,147.029027,32.296749,85.954733,71.589668,76.672901,12.533813,happiness
0.024823,0.012109,0.000062,0.00003,74.810555,78.770794,138.437256,101.310521,14.550827,78.770794,138.437256,98.610702,101.310521,14.550827,210.151881,35.648322,77.988757,139.084215,98.115724,100.683218,14.580379,319.061248,54.531083,98.356422,110.346425,101.157097,102.928929,4.20264,71.946369,12.0572,59.042562,137.549276,95.01226,97.34231,16.009049,439.083024,58.825556,104,19,20,19,96,0.009942,0.001529,0.043864,0.000436,0.02123,0.018927,0.06369,116,23,24,23,106,0.00991,0.001572,0.059705,0.000592,0.031172,0.023174,0.093515,-226.902052,36.212751,9.990685,5.949061,-226.288809,34.880513,6.710697,4.783639,809.716781,0.31131,0.397875,30.275357,20.987751,1.760496,7950,49.999771,150,35.779656,-15.870802,2.381431,41.38883,29.731475,12.614337,12.614337,4950,50.590796,50,38.184551,-17.464092,2.12115,43.163257,2209.484524,629.62446,811.762499,460.547871,-35.409604,40.820262,83.462774,70.556093,74.923658,10.837063,neutral
0.031111,0.010903,0.000078,0.000027,74.354889,101.855322,255.462919,175.79367,40.726674,101.855322,255.462919,171.641876,175.79367,40.726674,301.669839,24.922246,88.532913,337.260037,170.312875,174.673571,48.826748,473.476845,35.615742,71.891587,168.109868,77.755218,90.890465,27.300648,388.191255,27.947476,64.724404,550.536325,169.774441,170.899437,60.250584,945.366268,44.355063,178,16,17,17,166,0.005771,0.001421,0.032736,0.000189,0.014146,0.016508,0.042437,198,19,20,20,183,0.005714,0.001446,0.067236,0.000384,0.032889,0.036764,0.098668,-226.388085,49.800713,4.640563,6.604958,-225.726893,27.393666,2.621694,5.550397,695.379703,0.267351,0.341857,33.076193,31.409098,13.280606,7950,43.920613,150,35.323989,-4.141221,0.524282,36.540757,30.439882,11.123287,11.123287,4950,42.035558,50,34.690894,-6.41029,0.518804,36.635137,2463.85989,1009.675398,991.335165,433.605415,-36.201182,33.447477,83.446253,70.688025,74.437299,11.780053,anger
0.038399,0.021199,0.000096,0.000053,77.242465,133.30044,503.483173,272.7262,86.832128,133.30044,503.483173,238.450194,272.7262,86.832128,893.358843,42.477998,130.831158,507.208797,237.138329,265.472664,84.687322,1160.961558,62.465553,77.591963,402.35647,91.377977,138.427204,90.233467,772.922942,19.408551,88.436573,366.297208,220.535571,221.17665,73.642428,1223.567875,82.638491,232,62,63,63,223,0.003738,0.001114,0.030173,0.000113,0.012248,0.014399,0.036745,238,63,64,64,217,0.00384,0.001169,0.065688,0.000252,0.033959,0.035327,0.101877,-227.882015,50.890943,5.673501,4.834151,-226.903594,36.096398,3.498258,3.958876,737.854833,0.283681,0.362732,44.321262,21.734048,4.426675,7950,50.07899,1450,38.211565,-1.019331,0.965022,41.917339,44.971552,18.038983,18.038983,4950,48.315934,1450,39.731011,-1.243063,0.684522,41.651976,2517.828702,974.798914,970.884741,422.517422,-37.200692,25.961405,88.042058,66.944803,77.387199,14.564442,anger
0.048145,0.018488,0.00012,0.000046,76.648338,144.303674,589.186497,207.243487,62.732078,144.303674,589.186497,194.938897,207.243487,62.732078,925.798472,61.11594,138.735371,586.236828,193.34224,205.43068,63.062557,1077.717983,71.807724,70.681882,223.189871,82.066594,93.319426,36.558556,399.216242,46.061042,52.01738,590.828496,189.528784,191.728559,53.113862,1460.08346,69.725315,316,36,37,36,303,0.004917,0.001061,0.032994,0.000162,0.01294,0.017817,0.03882,340,42,43,42,324,0.004909,0.001145,0.059136,0.00029,0.029085,0.032088,0.087254,-226.283943,37.346232,9.357458,6.962918,-226.38609,38.035927,7.224111,5.147707,639.340099,0.245805,0.314361,25.759902,27.053247,4.623809,7950,51.567601,450,37.617438,-16.733205,0.124079,43.157232,26.504397,12.76718,12.76718,4950,51.188885,450,39.483837,-18.774417,0.416254,43.856007,2326.638069,571.910061,871.689057,561.097642,91.500589,31.800904,86.636603,72.68857,76.750066,12.639313,fear
0.058812,0.017845,0.000147,0.000045,76.494494,75.270258,149.892817,105.485525,18.049688,75.270258,149.892817,102.068048,105.485525,18.049688,294.310131,50.885134,76.857179,149.972321,101.999602,104.901002,17.946391,371.523344,64.175088,67.316555,121.903734,104.442003,102.568863,11.454207,491.907208,71.931235,64.508086,178.69785,99.661734,102.713559,18.727717,389.258238,61.011139,245,39,40,40,236,0.009515,0.001567,0.036925,0.000351,0.013596,0.018575,0.040787,260,42,43,43,251,0.00953,0.001634,0.048596,0.000463,0.020945,0.023819,0.062836,-226.786926,35.066717,13.363163,7.413302,-226.364684,36.703411,9.687948,6.3526,762.748917,0.293252,0.37563,27.209856,20.347411,2.654239,7950,49.272658,550,37.463594,-17.254782,2.823932,42.426442,26.696333,8.443986,7.01418,4850,48.992646,550,39.500205,-18.732861,-0.428015,43.345079,2113.116302,444.993792,730.333841,522.850556,249.187645,40.874178,86.156387,72.449866,76.579812,9.363486,boredom
0.114187,0.03425,0.000285,0.000086,79.326,75.144488,584.371704,106.92913,83.351751,75.144488,584.371704,90.930039,106.92913,83.351751,754.136911,65.519734,76.528759,594.042651,91.752887,109.434697,89.077397,1506.269307,104.955454,94.265555,108.003996,101.535566,101.792235,4.62626,16.582154,2.830959,48.587503,185.217967,90.475867,90.387492,13.737747,637.175579,92.780285,201,16,17,16,178,0.009764,0.003376,0.092785,0.000906,0.055159,0.044709,0.165478,219,19,20,19,192,0.009502,0.003726,0.111894,0.001063,0.065005,0.054302,0.195014,-226.931292,55.328624,7.642184,6.480812,-226.452417,36.863466,4.799463,4.783578,696.093394,0.267625,0.341871,32.897703,29.843746,9.332772,7950,57.176546,50,40.2951,-16.397384,1.924746,47.847998,23.833379,13.191663,13.191663,4950,57.346497,50,41.955608,-24.04101,1.16632,48.98968,1969.560462,1145.237423,922.47045,551.485406,71.626272,42.967745,85.041928,77.762805,79.3585,9.543152,sadness
0.013131,0.0035,0.000033,0.000009,69.419613,110.579004,326.181902,210.675336,54.633784,110.579004,326.181902,199.594268,210.675336,54.633784,427.330136,35.222332,108.472953,327.944264,199.330717,210.590389,54.593849,508.653435,42.272972,79.944772,256.886595,107.63047,124.627706,48.101148,799.951815,48.071364,50.618761,412.828895,186.124439,195.295195,68.366758,1457.952269,71.452527,282,17,18,17,267,0.004774,0.001271,0.029148,0.000139,0.010168,0.012733,0.030504,299,19,20,19,281,0.004832,0.00134,0.05821,0.000281,0.028714,0.027713,0.086141,-226.557333,41.346243,7.077619,6.608298,-226.42943,34.92706,4.446131,5.094058,729.016247,0.280283,0.358993,30.507796,21.554863,3.045886,7950,41.650525,550,30.388713,-6.627786,2.722964,33.743166,27.791063,1.780263,1.780263,4950,39.975711,450,30.123565,-9.263725,2.872721,33.147355,2629.931137,1027.049469,966.055139,470.494424,170.516746,22.515787,85.479132,59.928359,69.483428,13.898356,anger
0.035171,0.022036,0.000088,0.000055,77.410779,148.99898,216.411341,178.435013,16.008984,148.99898,216.411341,176.483068,178.435013,16.008984,424.035562,41.64023,148.548168,215.109171,176.217312,177.863867,16.165094,490.46588,48.514078,70.955472,102.01354,76.950526,78.251777,5.496486,227.706647,48.643468,50.957679,210.583963,170.746562,165.768117,31.118124,893.597827,71.332438,163,43,44,43,158,0.005657,0.000549,0.025075,0.000142,0.008341,0.013731,0.025024,173,47,48,47,167,0.005666,0.000608,0.067823,0.000384,0.038428,0.033992,0.115283,-226.473164,38.162158,8.200634,6.527609,-225.832286,40.623534,6.889111,5.481,611.770582,0.235206,0.300402,36.30079,39.905624,15.402556,7950,53.197122,150,38.379879,-11.440188,3.519224,43.988032,34.086867,24.375949,17.400039,4150,50.69768,50,39.521063,-18.914351,0.979299,44.550894,2448.499249,1510.840237,1157.924679,655.385652,90.296538,37.987072,85.059028,76.303338,77.577021,9.106869,fear
0.023721,0.014794,0.000059,0.000037,75.680326,87.766806,164.935077,144.269118,13.79817,87.766806,164.935077,145.328647,144.269118,13.79817,360.784517,42.256642,80.005454,166.597424,144.588519,142.915255,14.80897,495.178195,59.663727,61.230412,183.784338,139.726013,125.040637,40.51771,1925.073613,100.396704,51.595793,164.076944,143.338463,137.608653,23.997317,727.87233,63.774492,131,34,35,34,126,0.006967,0.000693,0.039449,0.000275,0.016555,0.022993,0.049664,140,37,38,37,134,0.007069,0.000985,0.063596,0.00045,0.030966,0.031783,0.092897,-226.612824,38.067936,8.669501,7.019954,-226.159544,29.229139,6.937544,5.882169,669.053288,0.257229,0.328595,36.200679,33.321869,13.006272,7950,51.441221,150,36.649426,-12.731099,4.636289,42.159001,26.902832,15.465249,12.922056,4350,49.577381,50,37.858204,-21.126063,6.183932,42.959409,2748.719976,1080.91566,960.412211,597.809696,73.936329,38.778558,82.758161,74.309873,75.842474,10.758273,fear
0.051928,0.026092,0.00013,0.000065,78.144486,66.661321,183.94786,106.878158,32.338934,66.661321,183.94786,94.456201,106.878158,32.338934,300.903767,41.890644,67.098318,184.15879,95.876078,108.40025,32.531707,323.734571,44.535397,97.018407,104.154819,102.091597,101.147165,2.702251,108.723044,18.671432,55.686212,182.683982,92.622435,104.588117,32.920139,389.755795,52.234633,147,50,51,50,143,0.009433,0.002608,0.030162,0.000285,0.01064,0.01477,0.031919,150,49,50,49,144,0.009401,0.002576,0.037936,0.000357,0.015488,0.019142,0.046465,-227.29031,44.483652,13.220669,7.291974,-226.236131,28.567793,9.524057,6.470328,706.692323,0.2717,0.348702,29.607586,26.588643,7.208661,7950,52.796877,150,39.113586,-19.108855,-0.784819,44.959886,25.845803,14.053254,9.573918,4750,52.377689,150,41.328771,-21.790838,0.069523,46.07559,2761.369505,435.99281,718.813249,518.718925,104.782893,41.918459,84.43455,75.016746,78.283842,10.056092,boredom
0.051112,0.026134,0.000128,0.000065,78.151377,77.277166,166.556374,99.179291,16.39158,77.277166,166.556374,96.209483,99.179291,16.39158,318.197437,54.790438,73.705523,180.573822,96.54783,99.343233,16.277454,564.505477,94.01634,96.022606,106.001132,101.850611,101.582421,3.068365,78.006517,13.296328,48.668129,411.557007,92.762902,98.925227,43.792071,1094.622406,74.891649,112,28,29,29,105,0.01012,0.001462,0.06534,0.000661,0.036546,0.034602,0.109638,121,31,32,32,110,0.010079,0.001554,0.075415,0.00076,0.039189,0.030578,0.117566,-227.438019,46.598751,9.011898,6.080012,-227.356278,44.751792,6.44088,5.461649,685.128886,0.26341,0.336377,31.360356,31.096637,14.384614,7950,53.741438,50,39.120477,-19.554688,-1.260784,45.607766,26.004239,13.162372,10.450286,4750,56.025579,50,41.612837,-23.892163,3.106634,47.936989,2223.485433,731.759397,853.292401,585.021667,177.269293,43.017564,84.018592,76.243407,78.286529,9.942283,sadness
0.014186,0.007189,0.000035,0.000018,72.545806,142.299819,287.79512,185.340476,35.62122,142.299819,287.79512,177.785313,185.340476,35.62122,327.025293,29.820363,141.529228,288.254403,178.829816,188.130638,38.2533,377.474977,34.704278,71.474409,210.18125,120.343679,125.080607,37.038351,447.840315,45.313688,78.240164,283.119689,167.06843,167.143042,39.997204,758.028861,60.281405,142,34,35,34,133,0.005458,0.000995,0.031161,0.00017,0.008337,0.011778,0.025012,146,35,36,35,137,0.005471,0.001052,0.055497,0.000304,0.025789,0.024957,0.077367,-225.618968,34.95707,3.332078,3.804668,-225.449792,31.756481,0.818586,3.020596,766.645713,0.29475,0.376642,40.036173,21.309069,9.269373,7850,43.998457,950,33.514906,-1.258447,-5.203494,36.586287,37.702271,6.664325,6.664325,4950,43.289615,950,33.970666,-1.865235,-4.132546,36.282095,2522.110223,1014.895554,1002.809862,457.884023,22.340178,27.595352,85.991938,60.47777,72.68105,10.466131,anger
0.047139,0.022581,0.000118,0.000056,77.516778,171.524501,292.832129,214.850623,26.746533,171.524501,292.832129,209.818833,214.850623,26.746533,533.756279,43.825237,137.93393,293.510071,208.905616,212.588946,28.1541,776.405523,66.229498,73.530288,122.502269,83.480832,85.829075,8.729935,237.076802,44.972246,51.915345,587.788077,206.134563,210.795378,63.422063,1315.066305,66.593414,233,22,23,22,225,0.004678,0.000591,0.026578,0.000124,0.008255,0.011578,0.024764,246,25,26,25,239,0.00468,0.000695,0.070305,0.000329,0.039642,0.036431,0.118926,-227.695658,44.248928,9.190527,8.22011,-226.498911,22.212891,7.332495,6.823215,629.216722,0.241913,0.308988,33.791994,31.227391,11.865901,7850,54.608256,250,38.485878,-15.453249,2.04645,45.347809,32.793717,17.589684,14.259797,4350,52.506833,250,40.222844,-19.431204,3.021122,45.162423,1926.638749,777.217612,816.97299,480.804243,-38.303167,30.981234,86.067796,74.540228,77.642899,10.015086,fear
0.03216,0.013455,0.00008,0.000034,75.268397,89.394265,312.244698,145.0069,33.689975,89.394265,312.244698,137.837332,145.0069,33.689975,514.289649,50.712639,83.597666,312.956472,136.749018,142.434906,32.265504,638.158695,66.417069,59.430567,182.860564,84.978503,103.693986,30.251932,852.241122,72.530184,60.005317,616.907371,133.740781,141.131597,65.286234,1271.487893,75.886732,197,32,33,32,186,0.007063,0.001441,0.039666,0.00028,0.012158,0.017417,0.036473,212,36,37,36,200,0.007086,0.001578,0.06689,0.000474,0.028527,0.033873,0.085581,-226.512008,27.98863,7.926495,5.86473,-226.049092,33.936937,5.841676,4.861401,704.17431,0.270732,0.346631,32.973199,29.10952,10.228892,7950,47.977787,350,36.237497,-11.764615,-4.65841,40.915643,31.477313,12.325857,9.444573,4750,48.087984,350,37.303991,-13.405368,-4.216542,41.480401,2199.078409,522.693211,850.226598,598.00595,10.506709,31.11686,84.961565,71.109562,75.38339,10.928467,disgust
0.051567,0.021194,0.000129,0.000053,77.241566,80.205333,366.022767,174.959122,63.449924,80.205333,366.022767,159.894107,174.959122,63.449924,557.940534,47.262105,79.938908,399.906146,154.21933,172.727606,63.007678,714.556601,60.242554,67.25951,239.661266,106.758592,111.586384,39.618655,1065.655422,93.707164,52.156131,341.670612,145.465694,166.740535,64.596642,1019.053957,56.657126,257,21,22,21,248,0.005757,0.00208,0.029867,0.000172,0.008253,0.012204,0.024759,271,26,27,26,263,0.005814,0.002143,0.050625,0.000294,0.023031,0.024174,0.069094,-227.124964,41.598294,11.725469,6.633926,-226.397931,21.853244,9.104777,4.42895,678.509218,0.260865,0.335423,38.062869,20.705729,11.592708,7950,53.338593,450,38.210666,-14.696429,2.701621,44.524986,37.342301,10.065429,6.987034,4350,53.177369,450,40.094959,-15.546862,0.79796,45.387021,2121.712935,446.641828,786.324797,534.219219,113.611298,37.026468,87.844373,72.311201,77.344294,11.537045,happiness
0.039978,0.019436,0.0001,0.000049,76.865423,75.222546,153.560333,106.412432,22.719479,75.222546,153.560333,96.432184,106.412432,22.719479,306.044803,51.514843,76.399705,153.753998,97.405094,107.032608,22.560561,384.139964,63.54912,71.726164,125.94343,107.790525,103.628987,15.396229,410.502037,47.564552,61.439938,325.121258,94.014878,104.589995,29.77252,643.308036,66.265523,151,51,52,51,145,0.009497,0.00201,0.044581,0.000423,0.017317,0.024885,0.051952,159,53,54,53,151,0.009537,0.002041,0.048792,0.000465,0.020744,0.026948,0.062231,-226.730755,40.098198,12.963764,6.687758,-225.831637,33.870503,9.382128,4.671347,728.705608,0.280164,0.360342,31.095695,19.565674,1.036041,7950,51.151678,150,37.834523,-19.880233,2.831174,43.704245,30.839696,9.863312,8.68599,4850,50.753987,150,40.038858,-22.204197,1.09213,44.770988,2002.159807,382.227764,713.381121,571.804947,18.112187,37.450006,85.660852,74.29465,76.974765,9.415869,boredom
0.066461,0.026991,0.000166,0.000067,78.291614,107.238417,209.199887,169.078557,19.640022,107.238417,209.199887,168.993591,169.078557,19.640022,445.591625,46.113123,105.401024,209.642374,168.80454,167.820659,20.152831,547.346503,57.450202,58.957918,178.718431,77.497847,89.719736,28.926119,391.604645,27.188097,55.843122,308.199954,167.098343,163.26195,29.840325,892.125121,51.959758,273,31,32,32,265,0.00597,0.000768,0.031232,0.000186,0.011124,0.016131,0.033373,286,33,34,34,276,0.005959,0.000803,0.053968,0.000322,0.026568,0.028623,0.079704,-226.200065,44.005231,9.8273,6.727502,-226.112054,38.961312,7.950838,5.252317,650.870561,0.250239,0.319695,34.43969,27.539029,11.298891,7950,54.93666,150,39.260714,-15.157357,-0.170588,45.805985,31.361336,23.513014,20.492241,4850,52.734735,50,41.346842,-18.093436,0.629827,46.131521,2272.153583,889.614376,924.874005,566.375947,-71.253216,40.138193,86.333547,76.363491,78.385882,9.596285,fear
0.093715,0.034831,0.000234,0.000087,79.399071,75.886211,497.062477,103.701367,42.974747,75.886211,497.062477,97.769969,103.701367,42.974747,582.952258,42.413382,75.586976,589.46545,97.910083,105.659362,51.982232,701.775779,50.533659,96.766448,115.06918,102.10629,103.217185,5.0336,79.380734,13.128936,49.369432,412.043109,95.088764,101.273658,41.993232,739.67767,43.838956,201,24,25,24,193,0.009752,0.00233,0.028364,0.000277,0.008977,0.014846,0.02693,213,26,27,27,204,0.009685,0.002538,0.048315,0.000468,0.020709,0.022468,0.062126,-226.510265,37.771524,12.253659,7.02939,-226.155911,32.342935,9.506687,5.86662,752.364522,0.28926,0.371174,27.891625,25.033155,4.544533,7950,52.270055,150,40.368171,-17.219806,-0.222942,45.475163,26.934323,16.996132,15.838521,4450,54.219248,50,42.803574,-18.354103,3.307808,47.15321,1802.0505,447.088831,649.360765,430.884487,63.675466,42.223231,85.691299,77.404948,79.495778,10.277454,boredom
0.088603,0.032551,0.000222,0.000081,79.105014,75.621909,536.639986,112.610443,53.518679,75.621909,536.639986,106.087051,112.610443,53.518679,599.869096,44.275471,77.987743,576.213464,105.935985,115.045861,61.922397,765.867828,63.36035,71.639991,120.84237,105.408049,105.159188,6.973283,224.524112,31.775626,48.725236,411.976821,102.272143,106.289531,35.22353,832.968794,49.140373,210,24,25,24,203,0.008972,0.00231,0.036751,0.00033,0.01188,0.019616,0.035639,214,24,25,24,206,0.008989,0.002316,0.049627,0.000446,0.021405,0.026818,0.064215,-226.145842,41.194666,11.059671,6.533222,-225.830508,32.128344,8.047133,5.313726,772.544531,0.297018,0.382046,30.355,29.787266,6.778274,7950,53.525187,150,40.074114,-16.393483,-1.624383,45.460177,29.372931,17.470223,15.847378,4450,53.224325,50,42.386462,-17.418615,0.69857,46.758775,2355.92471,455.626396,725.700111,479.961313,-119.096099,49.607668,85.298227,77.445062,79.193608,8.50533,neutral
