@relation 'emodb-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute pitchAcMeanAbsoluteSlope numeric
@attribute pitchAcSlopeWithoutOctaveJumps numeric
@attribute pitchCcStdev numeric
@attribute pitchCcSlopeWithoutOctaveJumps numeric
@attribute pitchSpiStdev numeric
@attribute pitchSpiSlopeWithoutOctaveJumps numeric
@attribute pitchShsMin numeric
@attribute pitchShsQuantile numeric
@attribute pitchShsMean numeric
@attribute pitchShsStdev numeric
@attribute pitchShsSlopeWithoutOctaveJumps numeric
@attribute ppccStdevPeriod numeric
@attribute ppccJitterRap numeric
@attribute pppJitterRap numeric
@attribute pppJitterPpq5 numeric
@attribute harmAcMean numeric
@attribute harmAcStdev numeric
@attribute harmGneStdev numeric
@attribute ltasMin numeric
@attribute freqOfMaximum numeric
@attribute ltasSlope numeric
@attribute pcValueAtFreq numeric
@attribute pcFreqOfMaximum numeric
@attribute pcLtasSlope numeric
@attribute formantLpcQuantile numeric
@attribute formantLpcMean numeric
@attribute intensityMin numeric
@attribute intensityQuantile numeric
@attribute emotion? {anger,boredom,disgust,fear,happiness,sadness,neutral}

@data
431.41403,34.262426,47.886471,49.043583,6.601938,21.4347,50.46361,213.152939,202.933697,61.551935,51.408919,0.000995,0.009895,0.020889,0.022745,10.968375,6.759493,0.392158,9.794773,250,-17.22715,31.570952,250,-17.655818,544.112546,703.212161,41.810696,74.216916,neutral
258.73329,19.878937,58.030065,33.006735,35.180641,13.257822,43.203177,133.97548,122.56151,46.021709,79.286484,0.001408,0.022388,0.035392,0.038408,8.856047,6.665148,0.37849,7.070705,150,-21.439243,24.260428,150,-23.478091,1143.800257,962.215218,43.845338,64.079879,sadness
715.255919,40.27557,65.313954,53.883948,22.42812,17.762184,55.964538,247.465676,254.670166,85.473505,63.789302,0.00077,0.007237,0.024772,0.025639,8.088567,5.354947,0.428315,-2.171508,1150,-3.248649,37.53543,1150,-3.462476,720.448585,816.485738,17.521743,60.747795,anger
759.094276,38.0396,60.913461,51.109505,31.87252,31.395774,56.510631,283.692018,266.829731,93.74121,78.734438,0.000703,0.008477,0.025644,0.024961,10.578707,7.056589,0.363012,7.007284,350,-14.062695,33.542804,350,-16.243979,597.407153,789.827289,32.98408,70.705588,fear
643.589058,38.179327,67.561539,44.698553,13.331558,18.735265,52.646739,268.304119,259.771417,86.484232,58.640277,0.000888,0.004516,0.020674,0.020984,11.22241,5.245574,0.40507,12.372753,250,-10.795897,36.707302,250,-10.776877,479.767167,627.823756,34.337231,70.022158,happiness
284.284071,27.819669,39.21166,33.965406,17.588044,20.131753,51.45792,150.057575,161.769949,43.517767,45.630861,0.001216,0.007382,0.020216,0.021421,14.121358,7.825344,0.35824,11.937453,150,-20.693044,27.797696,50,-23.289575,391.534975,627.61899,41.487547,75.372157,boredom
684.217957,46.161127,43.934482,61.086465,10.195078,31.377017,49.205249,177.588775,178.124283,52.422255,60.098172,0.00108,0.013354,0.023864,0.025121,10.737228,6.533733,0.396242,5.782171,250,-18.427742,26.932631,250,-19.176047,419.652369,655.079182,33.212882,71.913156,neutral
498.906615,20.704569,65.258164,34.371427,39.212517,5.640438,51.578579,147.568108,126.581622,43.878818,69.2074,0.001899,0.017922,0.032368,0.030338,9.586371,7.279748,0.384149,7.259858,150,-20.406857,25.729234,150,-22.178087,1065.558409,909.020326,40.244445,64.826609,sadness
1198.59106,49.055952,87.801298,57.327785,21.574129,28.224818,58.880492,265.370437,277.303568,107.537121,55.585929,0.000949,0.008191,0.028498,0.030035,9.769133,6.451711,0.391704,5.288282,250,-7.120499,33.038381,850,-7.654196,565.279849,728.17213,26.717708,68.811573,anger
674.369815,43.755554,75.546424,52.975158,38.091729,22.103022,52.007427,235.651883,232.579578,69.205168,55.083223,0.00096,0.006096,0.022857,0.024773,7.555409,7.284144,0.419219,5.869855,250,-4.035488,37.417159,650,-4.619898,577.678316,790.220412,25.645414,65.899316,anger
954.104633,41.262801,62.171839,52.714755,8.834957,22.305521,69.118692,255.269406,266.840218,71.829723,63.322603,0.000808,0.00985,0.03301,0.031412,12.11516,7.485948,0.370763,12.231605,250,-13.772681,31.352959,250,-13.647538,443.869025,730.450549,34.612275,70.645002,fear
1073.877603,50.196811,89.742737,58.655936,74.298403,57.729378,56.382314,217.516559,240.448881,102.447144,70.793141,0.001261,0.006462,0.025692,0.027506,11.581878,5.551487,0.399791,13.319904,650,-14.170751,31.243285,350,-13.9125,461.678145,645.408994,38.726921,73.52993,happiness
366.005606,25.259558,31.776594,35.541452,37.506747,54.733764,62.308826,154.956292,162.090452,40.565518,44.826983,0.001087,0.008471,0.017134,0.017307,15.072776,7.022708,0.384876,11.627875,450,-19.603675,34.042014,250,-20.525252,364.593958,584.977165,43.301204,77.051678,boredom
538.623221,39.420756,43.51805,48.669398,29.270394,40.20734,53.497253,167.839493,176.201159,49.244104,50.424086,0.001238,0.008799,0.021172,0.021659,12.62172,5.642249,0.40993,11.046003,250,-18.853636,32.268571,250,-19.574862,377.911887,582.888072,38.393769,72.984711,neutral
609.082452,22.449678,60.14697,30.789923,30.938573,25.611432,51.003092,138.094773,127.502951,38.892159,79.724984,0.001725,0.015009,0.027815,0.027363,10.829375,6.887453,0.383685,8.342286,150,-21.554713,28.037108,150,-22.729336,1123.268601,932.284466,45.752392,67.911501,sadness
829.626559,44.704228,86.68485,50.578291,30.61649,206.189786,44.836004,259.017303,264.021108,99.063597,62.090594,0.001109,0.005264,0.024963,0.026891,9.836681,5.214592,0.42709,1.640018,350,-6.80858,38.72389,350,-6.714221,480.774161,703.227585,23.837582,65.92085,anger
412.603192,25.768525,37.003944,36.703987,11.52815,13.236698,87.976458,246.403738,239.05703,53.480391,51.707024,0.000795,0.006994,0.028709,0.028789,7.393486,6.184634,0.358474,8.036144,750,-7.829701,37.203842,550,-8.262536,912.499217,998.939395,27.161525,69.12017,disgust
572.890307,27.051931,69.516691,33.098493,61.766511,23.258838,63.767732,374.092895,357.133678,88.404577,48.111416,0.000557,0.004816,0.018782,0.018386,9.172881,3.59368,0.421803,-6.192108,1250,2.845187,41.633662,1050,1.64191,879.503888,935.592907,20.11163,66.706359,happiness
334.598977,35.179631,24.090747,46.260908,36.189609,34.180508,57.239053,151.201471,155.665113,28.103661,37.195959,0.00111,0.012126,0.023775,0.022464,7.242698,5.238473,0.413247,-5.820345,150,-11.034774,36.167677,250,-12.767607,715.164916,810.264679,37.983309,72.994159,neutral
620.313225,39.228143,45.066191,51.698264,64.254794,105.520889,110.094764,260.129214,257.095067,48.867612,50.016541,0.000666,0.009369,0.024302,0.024529,5.687282,5.186304,0.444372,-1.715122,1750,2.262097,39.789519,1050,2.285435,937.550752,926.697838,19.573529,64.483508,anger
618.928362,36.974822,83.607926,47.583549,40.052697,126.675982,75.078845,257.567929,244.976682,90.685925,42.626708,0.001716,0.008412,0.027203,0.028379,8.7348,8.515715,0.375939,13.322079,350,-5.539123,37.054351,350,-5.491275,758.883082,839.61736,25.208867,67.182978,disgust
484.173279,35.023111,47.98406,59.796817,39.378055,50.350534,85.875058,229.229892,226.873339,36.405678,55.898237,0.000575,0.006315,0.023657,0.022817,9.90073,6.48063,0.440989,6.997358,550,-11.923898,23.731699,450,-12.441519,512.900922,758.34423,26.372711,69.113764,disgust
250.051888,23.883519,44.306772,47.011134,28.240217,39.203209,76.30157,155.726587,170.520914,48.328351,44.212243,0.0012,0.009031,0.019291,0.017373,11.672747,7.287744,0.418734,5.078776,450,-16.844763,32.574023,450,-18.325459,487.01406,696.747005,40.430889,74.816992,boredom
697.903364,46.030691,41.817173,69.170031,57.492017,75.427634,80.22897,241.288729,231.10687,59.779572,68.006551,0.000652,0.008912,0.023638,0.024866,8.327189,4.340823,0.432061,-2.364595,550,-5.055799,30.598141,550,-5.116327,598.991218,789.674138,22.358835,62.285129,anger
1019.499971,53.315028,53.450893,62.026685,67.569259,96.247537,136.511487,323.164015,320.607472,66.389338,65.369887,0.000516,0.005553,0.019978,0.019428,7.907526,4.353753,0.439902,-0.929206,1350,0.764401,38.518936,1350,0.157047,747.985076,772.378741,23.094971,65.762343,happiness
288.835716,26.572033,52.520103,33.869726,35.71562,88.099446,62.51194,145.674472,162.688057,53.188151,37.453978,0.001496,0.008198,0.021149,0.022533,12.15021,5.939526,0.433412,-4.703624,150,-13.454067,38.633445,50,-14.833772,422.173002,647.944062,42.418473,74.948207,boredom
246.564665,25.463572,21.400531,53.542633,36.770211,35.271169,61.059857,157.444892,164.963835,47.789373,51.080202,0.000773,0.014454,0.035192,0.033578,8.25745,6.654471,0.407433,1.650426,150,-10.784909,38.586977,250,-13.551942,678.600706,787.870006,48.875026,74.39058,neutral
889.148969,30.870706,49.300426,50.757274,63.270274,56.769953,63.302568,249.566535,243.145108,71.764653,68.157521,0.000809,0.008473,0.030227,0.031495,5.054933,4.103147,0.446462,-5.211994,1150,4.116371,41.081067,1150,5.137589,964.294649,903.883346,25.180049,62.512805,anger
495.104768,36.945329,46.086487,47.101029,32.782647,39.859044,53.310585,223.847102,222.147543,70.206624,57.023232,0.000661,0.009754,0.024054,0.02426,7.878772,7.114646,0.355916,10.955552,250,-13.852989,27.799037,350,-18.803773,755.284283,887.697588,32.206047,69.869724,disgust
185.838626,19.219747,32.113119,42.797535,35.758227,38.432275,59.028255,147.752464,150.599765,43.950168,35.720261,0.001131,0.013855,0.022773,0.020248,11.24972,7.338085,0.439549,5.535612,150,-13.016769,24.793784,250,-16.315054,479.243113,744.417986,38.129693,71.334918,boredom
651.842111,31.253802,80.732147,50.966635,32.772766,30.824799,55.545088,165.799153,164.380272,38.724116,61.275689,0.00142,0.01065,0.019981,0.021145,12.317791,7.351589,0.388034,1.557108,150,-12.694427,29.152341,50,-15.474593,500.05683,778.308699,36.974476,71.778286,neutral
1083.866486,28.106481,112.856686,66.442583,38.395495,1.974789,51.11785,141.020862,130.933466,44.446706,61.549006,0.002201,0.03329,0.041363,0.048874,5.855243,6.123205,0.388209,5.490068,150,-14.474584,30.639366,250,-19.142516,614.674165,806.93353,46.496473,71.827517,sadness
751.201746,40.513757,59.151163,49.042977,53.827553,41.507307,49.709791,290.954046,297.834968,76.012311,46.278738,0.000659,0.007993,0.023163,0.024374,7.258316,5.968117,0.418644,4.114901,550,-5.672479,35.795891,550,-6.531451,789.684019,886.607032,19.280214,67.879655,anger
857.982079,42.577737,56.866709,52.625277,99.500507,23.755162,143.836422,319.718206,320.302851,63.245744,55.060471,0.000519,0.006791,0.024786,0.026523,7.606555,5.352014,0.418048,2.823324,850,-3.192848,35.875255,1650,-3.644622,794.141963,884.028398,11.082071,65.641776,anger
487.542442,39.444472,52.812495,51.797535,77.502848,49.863056,62.205664,217.633556,203.762239,62.746043,56.612547,0.001376,0.010762,0.026302,0.028331,8.507318,8.608981,0.367386,6.145417,550,-16.023949,32.317693,550,-18.64931,550.420273,851.89182,38.399887,68.434487,disgust
291.990116,30.289401,29.824018,40.798984,39.499544,49.384443,70.532387,161.967212,164.203045,34.306598,45.603191,0.000983,0.007339,0.016394,0.016495,11.500718,6.861406,0.385949,17.708367,150,-18.918643,29.574185,250,-22.236065,472.717309,752.446085,39.172158,78.178383,neutral
236.166809,24.424584,95.082928,49.813866,28.784025,13.961365,57.887298,166.982558,158.170807,32.69852,45.273996,0.000693,0.013528,0.027823,0.028569,11.810687,7.054312,0.342984,12.979633,150,-19.085182,31.073007,50,-26.695125,537.612897,786.438332,51.969727,79.412407,sadness
1143.838593,30.491148,95.362105,54.878259,85.790069,76.920038,82.204037,353.945206,341.038181,101.520151,67.003981,0.000746,0.006663,0.024063,0.025968,7.801753,6.492128,0.427485,2.427654,1850,-1.531904,37.921527,750,-1.142714,707.64778,831.494538,11.786233,68.22831,anger
500.018211,35.950753,46.07126,46.188839,7.642329,27.918748,68.08802,238.882836,237.286931,56.067103,55.947855,0.000737,0.004831,0.014499,0.014629,11.894995,6.60277,0.439312,6.909575,250,-6.593723,43.001941,250,-6.39241,566.963183,797.411718,20.847993,70.992361,anger
824.832905,34.732765,68.601525,44.891852,101.919545,52.997961,53.477038,270.315499,270.442546,92.498446,52.057952,0.000743,0.011181,0.037531,0.037008,6.196721,6.769542,0.371216,11.164568,450,-9.535165,26.824567,450,-11.899842,573.927062,777.523358,28.494841,68.800543,disgust
776.783978,37.812937,46.049871,54.486254,20.375138,23.353637,63.551241,170.830935,166.847753,39.854056,43.923055,0.001116,0.015183,0.028531,0.028259,8.899679,5.714875,0.411529,12.505891,250,-16.342405,31.46602,250,-19.737445,463.066338,726.685051,38.644986,75.027228,neutral
928.683372,52.557933,59.766517,66.090673,63.538884,65.754415,65.53993,280.151322,274.909058,69.564468,55.697462,0.000741,0.008147,0.023191,0.024252,9.430531,4.894669,0.424726,3.240267,550,-9.337101,40.538389,550,-9.300722,551.726757,728.311793,17.01461,71.018408,anger
383.173687,32.481169,25.581664,56.326505,43.26789,23.362264,54.254927,155.560571,155.852745,38.692852,57.437505,0.000977,0.010229,0.023567,0.022116,10.236789,6.003081,0.389756,8.823289,150,-16.00698,37.659529,150,-16.222341,506.498896,726.469551,35.353252,76.296722,neutral
540.418288,27.294876,58.29096,39.942821,42.77548,22.493094,47.983598,156.634646,153.274654,26.670699,39.147852,0.000835,0.014307,0.03071,0.030612,12.476812,6.466595,0.339083,12.587398,150,-19.854001,35.100083,50,-21.707914,588.174971,770.447821,41.14852,80.642427,sadness
553.556351,48.109043,33.247455,59.863139,5.906552,23.140408,46.572131,191.981079,199.629126,59.264598,66.492451,0.000756,0.010308,0.023391,0.023656,7.767876,6.483423,0.391388,7.610852,250,-9.529039,41.08453,250,-10.01649,734.322496,770.044867,32.716331,72.918736,anger
554.981594,35.741625,56.951434,44.838669,8.686774,17.063712,67.757732,231.537403,244.450788,69.980713,58.183666,0.000863,0.007482,0.017751,0.019261,9.716995,5.206978,0.435511,-3.682506,750,-1.732829,37.928611,1150,-1.381393,733.335245,815.158613,22.942254,66.304696,anger
618.997741,37.896582,34.239145,47.568813,10.219992,12.80005,82.293064,227.714335,225.559968,45.910967,51.815714,0.000662,0.008062,0.026978,0.027127,9.006203,6.791546,0.364695,6.488849,250,-7.773232,39.697193,250,-8.783882,751.861975,897.751565,24.090556,70.580046,disgust
985.967423,41.50661,73.255978,50.506308,9.477937,30.749201,94.52766,338.136395,342.932802,79.655907,42.578464,0.000537,0.006577,0.021838,0.024664,11.030072,6.57948,0.418042,0.496391,1250,1.117774,41.942174,1250,-1.215923,765.89732,821.154674,22.050858,66.245823,happiness
874.413894,52.341196,50.939104,62.108131,8.272039,24.582387,68.767714,276.893349,280.436191,56.761589,55.70319,0.000583,0.010343,0.028329,0.02913,11.008144,7.302796,0.413303,6.056002,1150,-3.25696,39.441749,1150,-3.493353,644.506516,785.707478,23.466746,71.10633,happiness
299.686001,33.035418,22.739892,44.489749,28.636206,28.279381,55.439472,154.499445,157.359038,28.606431,43.216084,0.000873,0.009158,0.030181,0.03035,11.713786,5.62712,0.367615,3.586714,150,-15.693815,33.985251,250,-16.299275,511.674866,680.128069,45.031195,74.631228,boredom
448.618495,32.373885,40.683579,52.273664,26.028201,13.113507,60.76292,165.147302,164.100836,34.080597,47.848354,0.000773,0.009617,0.019423,0.019219,10.598818,6.680727,0.405999,4.848704,150,-16.079103,33.176838,150,-16.606131,540.397576,700.704578,42.753054,75.365196,neutral
497.041634,37.041946,37.082928,48.632184,37.600313,39.330648,52.602079,150.113703,144.234031,34.243752,56.913049,0.001059,0.013487,0.026456,0.030518,8.690357,7.551852,0.35152,13.970285,150,-18.102158,37.911937,50,-20.916084,673.217348,781.359706,46.154866,78.719889,sadness
631.255999,38.371653,38.635716,51.595142,19.262555,28.49215,72.777517,278.796137,277.725542,50.012196,45.495066,0.000486,0.006853,0.026278,0.028773,9.633772,5.251031,0.435436,-3.175117,1150,-0.988016,43.675613,1250,-0.749989,738.160128,791.80833,13.345647,69.14013,anger
416.520492,34.211714,39.862029,43.511449,11.567077,26.665949,53.40466,205.596306,197.616655,55.385623,57.622742,0.000892,0.007606,0.025817,0.02517,11.223765,6.504888,0.360741,6.966709,250,-16.994433,29.783039,550,-20.404008,558.821132,830.539512,29.559351,69.818836,disgust
482.678309,32.522398,39.568953,42.883188,43.730293,18.284419,50.376446,149.302428,133.0419,42.487986,58.314546,0.001711,0.010297,0.021919,0.018306,9.711564,7.562437,0.378899,11.700819,150,-19.028773,26.190688,150,-20.18351,450.714975,667.84783,39.2378,72.804123,neutral
531.921894,38.287932,29.551301,50.170083,40.22823,64.289295,114.931817,238.735976,236.197118,39.949236,49.690289,0.000534,0.008427,0.019894,0.021786,9.848397,5.117755,0.442169,0.692613,550,-8.200004,38.689435,550,-8.021224,543.483627,712.655046,20.059423,72.561859,anger
639.968408,41.003657,40.869888,50.838728,33.052958,108.418796,69.515045,268.41289,271.366553,48.334188,42.00245,0.000542,0.004761,0.01784,0.016869,14.687442,5.130521,0.371179,11.27332,250,-20.478199,35.207614,350,-21.983588,419.024519,566.356758,37.473536,79.190411,fear
260.598213,27.992141,15.913625,50.282562,12.400984,14.157582,55.653233,164.220414,157.539391,29.781809,48.439993,0.000574,0.009033,0.019603,0.01855,12.999457,6.912026,0.401976,6.527061,150,-19.84404,32.27253,50,-20.57084,412.657405,606.800814,41.088496,75.02125,neutral
840.700341,49.841793,71.585306,61.602409,42.032514,20.780947,54.777138,297.803131,289.391596,81.459578,74.347641,0.000777,0.00687,0.024932,0.025036,9.624539,4.744477,0.429395,0.99369,450,-3.885913,39.050299,450,-3.988508,554.849203,681.229783,27.683864,71.042006,anger
567.364297,39.863555,90.594024,43.320291,31.20577,72.17961,55.581166,123.229644,129.334327,56.862707,78.399573,0.002101,0.020462,0.054439,0.060024,2.957509,5.116626,0.354972,5.124818,50,-5.4603,29.010261,50,-11.827953,1444.564101,1241.864476,28.869002,67.329318,fear
1049.62632,47.222147,119.930635,61.203095,17.274726,138.799337,56.535279,87.221063,91.070577,18.582577,62.937097,0.004279,0.020901,0.021824,0.024165,7.266778,5.199431,0.377683,-5.708031,50,-15.037944,29.950174,50,-18.958867,605.82314,809.016215,42.972399,71.409121,neutral
251.418669,22.750735,30.209322,38.084402,25.376205,35.401679,94.65658,178.329414,191.491498,62.980213,57.265095,0.000802,0.009856,0.035056,0.034168,1.280547,4.979254,0.336232,9.385464,1250,-1.27373,33.136545,250,-4.960804,1129.200515,1097.916442,22.921433,67.983247,anger
469.102042,44.541502,24.612747,52.494538,37.376129,70.8455,63.760608,172.380062,170.696951,33.150701,65.380006,0.000732,0.010169,0.02865,0.033046,4.266904,4.959842,0.336077,17.690993,150,-11.793973,21.940024,250,-19.64921,1242.054327,1098.925894,36.8957,73.865496,fear
536.168112,41.174741,55.205057,52.186176,46.318826,38.581742,52.063925,235.789654,207.018614,81.983121,71.815448,0.001199,0.004926,0.027681,0.02775,7.781264,5.836598,0.342802,9.488508,550,-10.484313,28.444048,550,-10.489195,573.018029,842.194134,37.299913,69.832582,happiness
232.248782,39.934874,24.80469,62.807405,12.197825,26.273713,56.79464,100.37621,107.785997,53.477523,54.739083,0.002414,0.010743,0.015408,0.018779,9.433203,6.894779,0.390806,-1.724811,150,-20.620619,27.783775,350,-21.659002,474.860376,685.648764,38.712151,75.93842,boredom
308.237139,46.583308,24.526135,64.0809,22.061694,120.884016,56.046166,110.553078,113.659354,40.922515,63.908049,0.002118,0.013858,0.031959,0.029195,7.578086,5.712984,0.388206,7.855825,150,-19.231213,27.860607,150,-20.047233,504.134661,751.982591,-342.071348,71.162034,neutral
524.469131,33.420814,54.192154,52.430224,17.262846,25.762051,69.057272,161.094911,166.327837,63.702945,43.5599,0.001458,0.011158,0.031337,0.032407,3.991758,4.122201,0.34244,11.857622,350,-5.884079,26.713585,350,-7.985963,1069.842219,1009.579547,30.100711,68.53478,anger
695.566387,56.688742,27.936781,68.734643,53.728225,43.590778,81.355758,205.066536,201.284684,38.245851,65.867817,0.000673,0.007475,0.031343,0.034174,8.160577,5.351698,0.385267,3.652533,450,-11.002316,39.439748,450,-11.354084,616.786379,784.244186,32.296749,71.589668,happiness
210.151881,35.648322,14.580379,54.531083,4.20264,12.0572,59.042562,95.01226,97.34231,16.009049,58.825556,0.001529,0.02123,0.031172,0.023174,6.710697,4.783639,0.397875,1.760496,150,-15.870802,29.731475,50,-17.464092,629.62446,811.762499,40.820262,70.556093,neutral
301.669839,24.922246,48.826748,35.615742,27.300648,27.947476,64.724404,169.774441,170.899437,60.250584,44.355063,0.001421,0.014146,0.032889,0.036764,2.621694,5.550397,0.341857,13.280606,150,-4.141221,30.439882,50,-6.41029,1009.675398,991.335165,33.447477,70.688025,anger
893.358843,42.477998,84.687322,62.465553,90.233467,19.408551,88.436573,220.535571,221.17665,73.642428,82.638491,0.001114,0.012248,0.033959,0.035327,3.498258,3.958876,0.362732,4.426675,1450,-1.019331,44.971552,1450,-1.243063,974.798914,970.884741,25.961405,66.944803,anger
925.798472,61.11594,63.062557,71.807724,36.558556,46.061042,52.01738,189.528784,191.728559,53.113862,69.725315,0.001061,0.01294,0.029085,0.032088,7.224111,5.147707,0.314361,4.623809,450,-16.733205,26.504397,450,-18.774417,571.910061,871.689057,31.800904,72.68857,fear
294.310131,50.885134,17.946391,64.175088,11.454207,71.931235,64.508086,99.661734,102.713559,18.727717,61.011139,0.001567,0.013596,0.020945,0.023819,9.687948,6.3526,0.37563,2.654239,550,-17.254782,26.696333,550,-18.732861,444.993792,730.333841,40.874178,72.449866,boredom
754.136911,65.519734,89.077397,104.955454,4.62626,2.830959,48.587503,90.475867,90.387492,13.737747,92.780285,0.003376,0.055159,0.065005,0.054302,4.799463,4.783578,0.341871,9.332772,50,-16.397384,23.833379,50,-24.04101,1145.237423,922.47045,42.967745,77.762805,sadness
427.330136,35.222332,54.593849,42.272972,48.101148,48.071364,50.618761,186.124439,195.295195,68.366758,71.452527,0.001271,0.010168,0.028714,0.027713,4.446131,5.094058,0.358993,3.045886,550,-6.627786,27.791063,450,-9.263725,1027.049469,966.055139,22.515787,59.928359,anger
424.035562,41.64023,16.165094,48.514078,5.496486,48.643468,50.957679,170.746562,165.768117,31.118124,71.332438,0.000549,0.008341,0.038428,0.033992,6.889111,5.481,0.300402,15.402556,150,-11.440188,34.086867,50,-18.914351,1510.840237,1157.924679,37.987072,76.303338,fear
360.784517,42.256642,14.80897,59.663727,40.51771,100.396704,51.595793,143.338463,137.608653,23.997317,63.774492,0.000693,0.016555,0.030966,0.031783,6.937544,5.882169,0.328595,13.006272,150,-12.731099,26.902832,50,-21.126063,1080.91566,960.412211,38.778558,74.309873,fear
300.903767,41.890644,32.531707,44.535397,2.702251,18.671432,55.686212,92.622435,104.588117,32.920139,52.234633,0.002608,0.01064,0.015488,0.019142,9.524057,6.470328,0.348702,7.208661,150,-19.108855,25.845803,150,-21.790838,435.99281,718.813249,41.918459,75.016746,boredom
318.197437,54.790438,16.277454,94.01634,3.068365,13.296328,48.668129,92.762902,98.925227,43.792071,74.891649,0.001462,0.036546,0.039189,0.030578,6.44088,5.461649,0.336377,14.384614,50,-19.554688,26.004239,50,-23.892163,731.759397,853.292401,43.017564,76.243407,sadness
327.025293,29.820363,38.2533,34.704278,37.038351,45.313688,78.240164,167.06843,167.143042,39.997204,60.281405,0.000995,0.008337,0.025789,0.024957,0.818586,3.020596,0.376642,9.269373,950,-1.258447,37.702271,950,-1.865235,1014.895554,1002.809862,27.595352,60.47777,anger
533.756279,43.825237,28.1541,66.229498,8.729935,44.972246,51.915345,206.134563,210.795378,63.422063,66.593414,0.000591,0.008255,0.039642,0.036431,7.332495,6.823215,0.308988,11.865901,250,-15.453249,32.793717,250,-19.431204,777.217612,816.97299,30.981234,74.540228,fear
514.289649,50.712639,32.265504,66.417069,30.251932,72.530184,60.005317,133.740781,141.131597,65.286234,75.886732,0.001441,0.012158,0.028527,0.033873,5.841676,4.861401,0.346631,10.228892,350,-11.764615,31.477313,350,-13.405368,522.693211,850.226598,31.11686,71.109562,disgust
557.940534,47.262105,63.007678,60.242554,39.618655,93.707164,52.156131,145.465694,166.740535,64.596642,56.657126,0.00208,0.008253,0.023031,0.024174,9.104777,4.42895,0.335423,11.592708,450,-14.696429,37.342301,450,-15.546862,446.641828,786.324797,37.026468,72.311201,happiness
306.044803,51.514843,22.560561,63.54912,15.396229,47.564552,61.439938,94.014878,104.589995,29.77252,66.265523,0.00201,0.017317,0.020744,0.026948,9.382128,4.671347,0.360342,1.036041,150,-19.880233,30.839696,150,-22.204197,382.227764,713.381121,37.450006,74.29465,boredom
445.591625,46.113123,20.152831,57.450202,28.926119,27.188097,55.843122,167.098343,163.26195,29.840325,51.959758,0.000768,0.011124,0.026568,0.028623,7.950838,5.252317,0.319695,11.298891,150,-15.157357,31.361336,50,-18.093436,889.614376,924.874005,40.138193,76.363491,fear
582.952258,42.413382,51.982232,50.533659,5.0336,13.128936,49.369432,95.088764,101.273658,41.993232,43.838956,0.00233,0.008977,0.020709,0.022468,9.506687,5.86662,0.371174,4.544533,150,-17.219806,26.934323,50,-18.354103,447.088831,649.360765,42.223231,77.404948,boredom
599.869096,44.275471,61.922397,63.36035,6.973283,31.775626,48.725236,102.272143,106.289531,35.22353,49.140373,0.00231,0.01188,0.021405,0.026818,8.047133,5.313726,0.382046,6.778274,150,-16.393483,29.372931,50,-17.418615,455.626396,725.700111,49.607668,77.445062,neutral
561.444975,46.585778,53.053306,60.029567,89.687714,33.560477,62.749934,181.777361,191.702256,53.349252,64.867723,0.001245,0.008637,0.033754,0.033708,5.211108,4.061082,0.380763,2.298288,950,-4.781386,34.420001,950,-7.371899,884.378311,931.10125,17.217992,64.091652,anger
244.276311,41.241326,19.211263,45.756305,14.805549,114.166466,53.535005,105.718,107.066825,20.542028,42.566351,0.001712,0.008873,0.016428,0.018705,10.797201,5.543435,0.360944,1.334188,150,-17.500814,31.573025,150,-17.87383,500.349161,623.050922,32.120867,75.992179,boredom
564.677254,56.638056,66.812639,83.317429,4.398872,3.849741,50.811351,87.815708,91.440382,35.870672,79.677379,0.002237,0.033295,0.047179,0.045714,7.92891,6.055613,0.32158,5.715686,50,-19.139054,26.348655,50,-21.525261,1051.181585,882.947419,41.067671,75.701429,sadness
386.592803,28.605982,58.266332,38.998133,50.89425,19.328449,66.033153,167.567589,176.403563,65.93549,64.08078,0.001365,0.008061,0.030163,0.032477,6.193178,4.997118,0.403021,6.873393,1050,1.671705,39.472365,1050,1.155329,858.312187,888.019645,21.676865,62.571884,anger
336.529237,49.557695,13.803863,59.15285,25.550885,25.909389,60.190309,113.411298,115.835866,17.479654,74.115429,0.001048,0.012806,0.029101,0.036749,7.111131,5.28095,0.334092,11.691163,150,-12.493708,26.1053,150,-19.027084,947.141166,891.18714,43.031501,74.666733,fear
213.076239,36.841871,16.480007,46.023025,11.646336,47.142033,50.419491,99.846916,101.637961,20.403702,47.354502,0.001573,0.011332,0.015864,0.018479,11.896465,5.960888,0.376367,-3.515788,350,-20.858077,30.186575,350,-21.530392,434.032575,647.37756,38.811682,76.711418,boredom
581.319993,42.960311,72.342554,57.799365,88.194562,42.729784,63.002221,188.736917,202.62853,75.305331,83.42244,0.00146,0.008281,0.023992,0.023489,2.650232,4.459025,0.386629,8.226013,1650,-2.432265,36.938541,1650,-2.572091,772.848136,898.711014,31.087597,62.460518,anger
874.496633,61.422547,56.860628,78.675421,25.643225,28.044833,67.386483,189.507509,193.302004,61.878208,66.867693,0.001485,0.007024,0.026284,0.028,8.573778,5.105327,0.379366,9.307466,350,-10.620261,36.989525,350,-10.71144,474.458172,687.992801,34.491797,71.857286,happiness
